Frequency,MonetaryAvg,AvgQuantityPerTransaction,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,Region,LoyaltyLevel,BasketSizeCategory,ProductDiversity,Gender,Country,ProblemRatio,ZeroPriceRatio,SupportBurden,BasketComplexity,ExplorationRatio,LinesPerProduct
4,6.022822580645162,2.467741935483871,228,246,3,19,4,0.2016129032258064,1.8455284552845528,98,96,24.5,0,0,0,0.0,124,4,31.0,30.0,2.0,5.0,UK,Établi,Petit,Explorateur,M,United Kingdom,0.0,0.0,0.008733624454148471,0.784,0.9696969696969697,1.2156862745098038
4,4.632896551724138,2.613793103448276,242,246,4,14,11,0.0,1.6805555555555556,133,133,33.25,0,0,0,0.0,145,4,36.25,60.0,3.0,4.0,UK,Établi,Petit,Explorateur,Unknown,United Kingdom,0.0,0.0,0.012345679012345678,0.910958904109589,0.9925373134328358,1.0583941605839415
2,17.25045454545454,6.590909090909091,6,246,4,7,4,0.0,0.2857142857142857,20,20,10.0,2,0,2,0.0909090909090909,22,2,11.0,,1.0,4.0,UK,Nouveau,Moyen,Explorateur,F,United Kingdom,0.26482213438735175,0.0,0.14285714285714285,0.8695652173913043,0.9523809523809523,1.0
6,15.902183908045975,9.96551724137931,230,246,3,8,7,0.0,2.6627906976744184,55,56,9.166666666666666,1,0,1,0.0114942528735632,87,6,14.5,42.0,1.0,5.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.034221525600835925,0.0,0.004329004329004329,0.625,1.0,1.4262295081967213
1,18.055925925925926,9.962962962962964,0,246,4,8,4,0.0,0.0,27,27,27.0,0,0,0,0.0,27,1,27.0,,3.0,5.0,UK,Nouveau,Moyen,Explorateur,F,United Kingdom,0.0,0.0,3.0,0.9642857142857143,0.9642857142857143,0.9642857142857143
3,19.65413333333333,10.72,135,246,0,11,7,0.3333333333333333,1.8243243243243243,57,57,19.0,0,0,0,0.0,75,3,25.0,,3.0,1.0,UK,Jeune,Moyen,Explorateur,M,United Kingdom,0.0,0.0,0.022058823529411766,0.75,0.9827586206896551,1.25
2,18.8,7.7894736842105265,226,246,4,8,4,0.3684210526315789,12.555555555555555,18,18,9.0,0,0,0,0.0,19,2,9.5,53.0,1.0,3.0,UK,Établi,Moyen,Modéré,Unknown,United Kingdom,0.0,0.0,0.004405286343612335,0.9,0.9473684210526315,0.95
12,19.08271084337349,9.409638554216867,214,246,1,11,5,0.0,1.2787878787878788,123,123,10.25,1,0,1,0.0060240963855421,166,12,13.833333333333334,,2.0,1.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.01800014428973372,0.0,0.009302325581395349,0.7365269461077845,0.9919354838709677,1.2296296296296296
1,19.02857142857143,6.285714285714286,0,246,4,9,4,0.0,0.0,14,14,14.0,0,0,0,0.0,14,1,14.0,,2.0,4.0,UK,Nouveau,Moyen,Modéré,M,United Kingdom,0.0,0.0,2.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
5,25.527000000000005,8.2,201,246,3,13,7,0.0,10.526315789473683,14,14,2.8,2,0,2,0.1,20,5,4.0,55.0,0.0,4.0,UK,Établi,Moyen,Modéré,F,United Kingdom,0.29047619047619044,0.0,0.0,0.6666666666666666,0.9333333333333333,1.0526315789473684
1,31.005000000000003,6.4,0,246,4,9,4,0.0,0.0,10,10,10.0,0,0,0,0.0,10,1,10.0,77.0,1.0,,UK,Nouveau,Moyen,Modéré,F,United Kingdom,0.0,0.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
2,14.959677419354842,4.096774193548387,4,246,4,9,4,0.0,0.1333333333333333,28,28,14.0,3,0,3,0.0967741935483871,31,2,15.5,,2.0,3.0,UK,Nouveau,Petit,Explorateur,Unknown,United Kingdom,0.2842741935483871,0.0,0.4,0.875,0.9655172413793104,1.0333333333333334
1,25.89,7.8,0,246,4,10,4,0.0,0.0,5,5,5.0,0,0,0,0.0,5,1,5.0,,2.0,3.0,UK,Nouveau,Moyen,Modéré,Unknown,United Kingdom,0.0,0.0,2.0,0.8333333333333334,0.8333333333333334,0.8333333333333334
3,16.28142857142857,12.214285714285714,49,246,4,10,4,0.0,1.7777777777777777,25,25,8.333333333333334,0,0,0,0.0,28,3,9.333333333333334,,1.0,4.0,UK,Jeune,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.02,0.8620689655172413,0.9615384615384616,1.0
3,17.517500000000002,9.017857142857142,94,246,4,10,4,0.0,1.709090909090909,49,49,16.333333333333332,1,0,1,0.0178571428571428,56,3,18.666666666666668,62.0,3.0,1.0,Europe du Sud,Jeune,Moyen,Explorateur,Unknown,Greece,0.05294486215538841,0.0,0.031578947368421054,0.8596491228070176,0.98,1.076923076923077
2,15.413636363636364,7.909090909090909,223,246,4,11,4,0.0,22.3,11,11,5.5,0,0,0,0.0,11,2,5.5,75.0,4.0,5.0,UK,Établi,Moyen,Modéré,F,United Kingdom,0.0,0.0,0.017857142857142856,0.9166666666666666,0.9166666666666666,0.8461538461538461
3,4.225208333333334,2.4375,213,246,4,11,4,0.0,2.2421052631578946,77,77,25.666666666666668,0,0,0,0.0,96,3,32.0,,0.0,3.0,UK,Établi,Petit,Explorateur,M,United Kingdom,0.0,0.0,0.0,0.7938144329896907,0.9871794871794872,1.2
3,11.897142857142857,3.071428571428572,98,246,4,11,4,0.0,2.365853658536585,33,33,11.0,0,0,0,0.0,42,3,14.0,68.0,3.0,5.0,UK,Jeune,Petit,Explorateur,Unknown,United Kingdom,0.0,0.0,0.030303030303030304,0.7674418604651163,0.9705882352941176,1.1666666666666667
3,21.943048780487803,9.231707317073171,163,246,0,10,7,0.0,2.0123456790123457,50,51,16.666666666666668,0,0,0,0.0,82,3,27.33333333333333,,2.0,4.0,UK,Jeune,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.012195121951219513,0.6024096385542169,1.0,1.5471698113207544
1,14.985714285714286,9.714285714285714,0,245,4,12,4,0.0,0.0,7,7,7.0,0,0,0,0.0,7,1,7.0,40.0,,2.0,UK,Nouveau,Moyen,Modéré,Unknown,United Kingdom,0.0,0.0,,0.875,0.875,0.875
6,16.11702380952381,9.547619047619047,216,245,0,12,4,0.0,2.5903614457831323,64,65,10.666666666666666,1,0,1,0.0119047619047619,84,6,14.0,,4.0,4.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.035434173669467786,0.0,0.018433179723502304,0.7529411764705882,1.0,1.2
4,127.27333333333333,140.66666666666666,137,245,1,10,4,0.1666666666666666,27.2,3,3,0.75,0,0,0,0.0,6,4,1.5,,0.0,5.0,UK,Jeune,Grand,Spécialisé,F,United Kingdom,0.0,0.0,0.0,0.42857142857142855,0.75,0.8571428571428571
2,5.503306451612904,3.556451612903226,147,244,6,14,9,1.0,1.195121951219512,114,114,57.0,0,0,0,0.0,124,2,62.0,49.0,3.0,4.0,UK,Jeune,Petit,Explorateur,Unknown,United Kingdom,0.0,0.0,0.02027027027027027,0.912,0.991304347826087,1.0689655172413792
1,9.247500000000002,2.0,0,244,6,11,4,1.0,0.0,12,12,12.0,0,0,0,0.0,12,1,12.0,60.0,1.0,3.0,UK,Nouveau,Petit,Modéré,Unknown,United Kingdom,0.0,0.0,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231
1,18.326538461538465,7.3076923076923075,0,243,6,13,4,1.0,0.0,26,26,26.0,0,0,0,0.0,26,1,26.0,70.0,1.0,5.0,Europe continentale,Nouveau,Moyen,Explorateur,F,Belgium,0.0,0.0,1.0,0.9629629629629629,0.9629629629629629,0.9629629629629629
1,8.870000000000001,5.962962962962963,0,243,6,13,4,1.0,0.0,27,27,27.0,0,0,0,0.0,27,1,27.0,47.0,2.0,5.0,UK,Nouveau,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,2.0,0.9642857142857143,0.9642857142857143,0.9642857142857143
7,6.558454106280194,3.758454106280193,230,243,6,13,5,0.6280193236714976,1.1067961165048543,147,147,21.0,0,0,0,0.0,207,7,29.571428571428573,56.0,2.0,2.0,UK,Établi,Petit,Explorateur,F,United Kingdom,0.0,0.0,0.008658008658008658,0.7067307692307693,0.9932432432432432,1.3441558441558443
1,8.039285714285715,3.4285714285714284,0,243,6,14,4,1.0,0.0,13,13,13.0,0,0,0,0.0,14,1,14.0,48.0,1.0,3.0,UK,Nouveau,Petit,Modéré,Unknown,United Kingdom,0.0,0.0,1.0,0.8666666666666667,0.9285714285714286,1.0
6,14.401496598639456,7.047619047619048,218,243,6,8,4,0.4557823129251701,1.4863013698630136,121,121,20.166666666666668,1,0,1,0.0068027210884353,147,6,24.5,,0.0,1.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.020316234601948813,0.0,0.0,0.8175675675675675,0.9918032786885246,1.1574803149606299
2,19.327672413793103,14.362068965517242,74,243,6,15,4,0.6637931034482759,0.6434782608695652,92,92,46.0,0,0,0,0.0,116,2,58.0,,3.0,,UK,Jeune,Moyen,Explorateur,M,United Kingdom,0.0,0.0,0.04,0.7863247863247863,0.989247311827957,1.2340425531914894
3,6.360952380952383,2.0476190476190474,45,243,6,15,4,0.6666666666666666,1.0975609756097562,42,42,14.0,0,0,0,0.0,42,3,14.0,,5.0,3.0,UK,Jeune,Petit,Explorateur,F,United Kingdom,0.0,0.0,0.10869565217391304,0.9767441860465116,0.9767441860465116,0.9333333333333333
2,13.81945945945946,8.621621621621621,10,243,6,15,4,0.918918918918919,0.2777777777777778,34,34,17.0,3,0,3,0.081081081081081,37,2,18.5,31.0,0.0,1.0,UK,Nouveau,Moyen,Explorateur,Unknown,United Kingdom,0.23897581792318626,0.0,0.0,0.8947368421052632,0.9714285714285714,1.0277777777777777
5,16.12564912280702,15.10877192982456,219,243,0,8,4,0.0,0.7640845070422535,220,221,44.0,5,0,5,0.0175438596491228,285,5,57.0,30.0,1.0,5.0,UK,Établi,Grand,Explorateur,M,United Kingdom,0.05250889461415777,0.0,0.004545454545454545,0.7692307692307693,1.0,1.2666666666666666
4,14.65462686567164,11.671641791044776,198,243,2,10,4,0.0,2.984848484848485,65,65,16.25,0,0,0,0.0,67,4,16.75,46.0,0.0,2.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.0,0.0,0.0,0.9558823529411765,0.9848484848484849,0.9710144927536232
8,30.636307692307696,13.138461538461538,225,243,2,11,8,0.0,1.7131782945736431,89,89,11.125,4,0,4,0.0307692307692307,130,8,16.25,29.0,1.0,5.0,Europe continentale,Établi,Moyen,Explorateur,F,France,0.09183793305930703,0.0,0.004424778761061947,0.6793893129770993,0.9888888888888889,1.3402061855670102
8,15.104,11.4,241,243,0,9,4,0.1636363636363636,2.18348623853211,109,109,13.625,0,0,0,0.0,110,8,13.75,56.0,3.0,5.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.012396694214876033,0.9819819819819819,0.990909090909091,0.9401709401709402
1,23.20625,9.625,0,243,0,9,4,0.0,0.0,8,8,8.0,0,0,0,0.0,8,1,8.0,19.0,0.0,5.0,UK,Nouveau,Moyen,Modéré,F,United Kingdom,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
12,13.8420987654321,7.209876543209877,228,243,0,10,4,0.0,2.8,60,60,5.0,9,0,9,0.1111111111111111,81,12,6.75,49.0,1.0,3.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.3306233062330623,0.0,0.004366812227074236,0.7317073170731707,0.9836065573770492,1.125
2,615.75,321.0,223,243,0,8,4,0.0,223.0,2,2,1.0,0,0,0,0.0,2,2,1.0,30.0,3.0,1.0,UK,Établi,Grand,Spécialisé,M,United Kingdom,0.0,0.0,0.013392857142857142,0.6666666666666666,0.6666666666666666,0.5
2,8.507777777777779,4.62962962962963,17,243,0,10,4,0.0,0.6538461538461539,20,20,10.0,7,0,7,0.2592592592592592,27,2,13.5,63.0,1.0,3.0,UK,Nouveau,Petit,Explorateur,Unknown,United Kingdom,0.7592592592592592,0.0,0.05555555555555555,0.7142857142857143,0.9523809523809523,1.2272727272727273
4,16.10611111111111,8.333333333333334,8,243,0,11,4,0.0,0.4117647058823529,15,15,3.75,4,0,4,0.2222222222222222,18,4,4.5,44.0,1.0,5.0,UK,Nouveau,Moyen,Modéré,F,United Kingdom,0.6432748538011696,0.0,0.1111111111111111,0.7894736842105263,0.9375,0.9473684210526315
2,11.094117647058823,8.176470588235293,2,243,0,11,4,0.0,0.0606060606060606,28,28,14.0,6,0,6,0.1764705882352941,34,2,17.0,66.0,,,UK,Nouveau,Moyen,Explorateur,M,United Kingdom,0.5193277310924369,0.0,,0.8,0.9655172413793104,1.1333333333333333
2,15.0511320754717,12.79245283018868,162,242,2,10,9,0.0,3.1153846153846154,50,50,25.0,0,0,0,0.0,53,2,26.5,58.0,1.0,,Europe continentale,Jeune,Moyen,Explorateur,F,Germany,0.0,0.0,0.006134969325153374,0.9259259259259259,0.9803921568627451,1.0192307692307692
2,22.898888888888887,17.555555555555557,190,242,0,13,4,0.0,7.3076923076923075,25,25,12.5,0,0,0,0.0,27,2,13.5,34.0,2.0,1.0,Europe continentale,Établi,Grand,Explorateur,F,Spain,0.0,0.0,0.010471204188481676,0.8928571428571429,0.9615384615384616,1.0
4,19.309310344827587,9.10344827586207,190,242,1,13,7,0.0,6.75,22,22,5.5,0,0,0,0.0,29,4,7.25,,3.0,3.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.0,0.0,0.015706806282722512,0.7333333333333333,0.9565217391304348,1.1153846153846154
2,24.0,17.73913043478261,132,242,0,13,4,0.0,6.0,23,23,11.5,0,0,0,0.0,23,2,11.5,48.0,3.0,1.0,Autre,Jeune,Grand,Explorateur,M,Unspecified,0.0,0.0,0.022556390977443608,0.9583333333333334,0.9583333333333334,0.92
8,17.617692307692305,8.788461538461538,216,242,1,13,5,0.2115384615384615,4.196078431372549,37,37,4.625,1,0,1,0.0192307692307692,52,8,6.5,51.0,2.0,,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.05696661828737297,0.0,0.009216589861751152,0.6981132075471698,0.9736842105263158,1.1555555555555554
3,19.869230769230768,11.35897435897436,232,242,2,9,11,0.0,6.105263157894737,37,37,12.333333333333334,0,0,0,0.0,39,3,13.0,77.0,4.0,1.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.017167381974248927,0.925,0.9736842105263158,0.975
4,15.253684210526314,14.035087719298245,232,242,0,13,10,0.0,4.125,56,56,14.0,0,0,0,0.0,57,4,14.25,,1.0,1.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.004291845493562232,0.9655172413793104,0.9824561403508771,0.95
2,27.99833333333333,11.333333333333334,151,242,0,14,4,0.0,6.565217391304348,22,22,11.0,0,0,0,0.0,24,2,12.0,,0.0,3.0,UK,Jeune,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.0,0.88,0.9565217391304348,1.0
2,18.53888888888889,11.0,7,242,0,15,4,0.0,0.875,8,8,4.0,1,0,1,0.1111111111111111,9,2,4.5,,3.0,3.0,UK,Nouveau,Moyen,Modéré,Unknown,United Kingdom,0.3111111111111111,0.0,0.375,0.8,0.8888888888888888,0.9
2,34.73833333333334,9.583333333333334,2,242,3,13,4,0.0,0.1818181818181818,12,12,6.0,0,0,0,0.0,12,2,6.0,65.0,2.0,3.0,UK,Nouveau,Moyen,Modéré,Unknown,United Kingdom,0.0,0.0,0.6666666666666666,0.9230769230769231,0.9230769230769231,0.8571428571428571
2,16.66017857142857,10.803571428571429,127,242,2,14,8,0.0,2.309090909090909,52,52,26.0,0,0,0,0.0,56,2,28.0,23.0,4.0,4.0,UK,Jeune,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.03125,0.9122807017543859,0.9811320754716981,1.037037037037037
8,41.00053333333334,22.56,218,242,3,10,4,0.0,2.9324324324324325,48,49,6.0,0,0,0,0.0,75,8,9.375,36.0,1.0,1.0,UK,Établi,Grand,Explorateur,Unknown,United Kingdom,0.0,0.0,0.0045662100456621,0.631578947368421,1.0,1.3392857142857142
5,19.50941176470588,9.070588235294116,216,242,3,10,7,0.0,2.5476190476190474,61,62,12.2,2,0,2,0.0235294117647058,85,5,17.0,,1.0,4.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.07004103967168254,0.0,0.004608294930875576,0.7093023255813954,1.0,1.2878787878787878
15,85.34801652892561,50.28099173553719,232,242,1,10,4,0.0495867768595041,1.8833333333333333,97,97,6.466666666666667,10,0,10,0.0826446280991735,121,15,8.066666666666666,24.0,2.0,4.0,UK,Établi,Grand,Explorateur,Unknown,United Kingdom,0.24657905432868166,0.0,0.008583690987124463,0.7950819672131147,0.9897959183673469,1.0803571428571428
5,62.6,41.54545454545455,227,242,4,13,11,0.0,22.5,10,10,2.0,1,0,1,0.0909090909090909,11,5,2.2,27.0,1.0,5.0,UK,Établi,Grand,Modéré,Unknown,United Kingdom,0.25757575757575757,0.0,0.0043859649122807015,0.8333333333333334,0.9090909090909091,0.7333333333333334
6,15.362576419213973,12.471615720524015,210,242,1,13,4,0.0,0.912280701754386,111,113,18.5,0,0,0,0.0,229,6,38.16666666666666,,3.0,4.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.014218009478672985,0.4826086956521739,1.0089285714285714,1.9572649572649568
5,16.524782608695656,11.405797101449275,146,242,0,11,6,0.0,2.117647058823529,52,52,10.4,0,0,0,0.0,69,5,13.8,,2.0,4.0,UK,Jeune,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.013605442176870748,0.7428571428571429,0.9811320754716981,1.2105263157894737
1,4.388387096774193,1.1935483870967742,0,242,1,12,4,0.0,0.0,30,30,30.0,0,0,0,0.0,31,1,31.0,51.0,4.0,3.0,UK,Nouveau,Petit,Explorateur,M,United Kingdom,0.0,0.0,4.0,0.9375,0.967741935483871,1.0
7,14.813977272727271,8.602272727272727,195,242,1,13,10,0.0,2.1954022988505746,66,66,9.428571428571429,5,0,5,0.0568181818181818,88,7,12.571428571428571,80.0,1.0,3.0,Europe continentale,Établi,Moyen,Explorateur,Unknown,Belgium,0.16917773237997955,0.0,0.00510204081632653,0.7415730337078652,0.9850746268656716,1.2054794520547945
4,24.537000000000003,14.1,177,241,4,13,10,0.0,1.3643410852713178,87,87,21.75,0,0,0,0.0,130,4,32.5,45.0,1.0,2.0,UK,Jeune,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.0056179775280898875,0.6641221374045801,0.9886363636363636,1.4285714285714286
1,16.40266666666667,11.933333333333334,0,241,1,13,4,0.0,0.0,15,15,15.0,0,0,0,0.0,15,1,15.0,77.0,3.0,1.0,UK,Nouveau,Moyen,Modéré,Unknown,United Kingdom,0.0,0.0,3.0,0.9375,0.9375,0.9375
2,12.707142857142854,4.714285714285714,1,241,1,13,4,0.0,0.1666666666666666,5,5,2.5,2,0,2,0.2857142857142857,7,2,3.5,,3.0,,UK,Nouveau,Petit,Modéré,F,United Kingdom,0.7857142857142857,0.0,1.5,0.625,0.8333333333333334,1.0
26,10.593233532934132,8.636227544910179,205,241,1,12,5,0.0,0.2923538230884557,235,240,9.038461538461538,8,0,8,0.0119760479041916,668,26,25.692307692307693,,0.0,4.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.03589234087878054,0.0,0.0,0.351270553064275,1.0169491525423728,2.559386973180077
2,5.7316,3.6,71,241,1,16,4,0.0,0.9594594594594594,70,70,35.0,0,0,0,0.0,75,2,37.5,,2.0,1.0,UK,Jeune,Petit,Explorateur,F,United Kingdom,0.0,0.0,0.027777777777777776,0.9210526315789473,0.9859154929577465,1.0416666666666667
1,39.225,5.5,0,241,1,16,4,0.0,0.0,8,8,8.0,0,0,0,0.0,8,1,8.0,46.0,3.0,3.0,UK,Nouveau,Moyen,Modéré,Unknown,United Kingdom,0.0,0.0,3.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
1,5.36904761904762,1.2857142857142858,0,241,1,17,4,0.0,0.0,20,20,20.0,0,0,0,0.0,21,1,21.0,,2.0,3.0,UK,Nouveau,Petit,Explorateur,F,United Kingdom,0.0,0.0,2.0,0.9090909090909091,0.9523809523809523,1.0
6,22.96857142857143,9.904761904761903,236,241,0,9,9,0.0,5.7073170731707314,30,30,5.0,1,0,1,0.0238095238095238,42,6,7.0,21.0,0.0,1.0,UK,Établi,Moyen,Explorateur,F,Channel Islands,0.07032115171650055,0.0,0.0,0.6976744186046512,0.967741935483871,1.1666666666666667
6,18.004897959183673,8.224489795918368,210,241,2,9,6,0.0,4.333333333333333,42,43,7.0,0,0,0,0.0,49,6,8.166666666666666,,2.0,1.0,UK,Établi,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.009478672985781991,0.84,1.0,1.0208333333333333
1,15.25,18.47826086956522,0,241,2,10,4,0.0,0.0,23,23,23.0,0,0,0,0.0,23,1,23.0,,2.0,3.0,UK,Nouveau,Grand,Explorateur,Unknown,United Kingdom,0.0,0.0,2.0,0.9583333333333334,0.9583333333333334,0.9583333333333334
3,-2.716666666666667,0.6666666666666666,196,241,2,10,10,0.0,97.5,2,2,0.6666666666666666,1,0,1,0.3333333333333333,3,3,1.0,53.0,4.0,1.0,UK,Établi,Petit,Spécialisé,Unknown,United Kingdom,0.8333333333333333,0.0,0.02030456852791878,0.5,0.6666666666666666,0.6000000000000001
2,18.67826086956521,15.26086956521739,1,241,2,11,4,0.0,0.0454545454545454,23,23,11.5,0,0,0,0.0,23,2,11.5,67.0,1.0,3.0,UK,Nouveau,Grand,Explorateur,M,United Kingdom,0.0,0.0,0.5,0.9583333333333334,0.9583333333333334,0.92
8,19.01356164383561,12.150684931506849,225,241,2,12,9,0.0,3.083333333333333,44,46,5.5,0,0,0,0.0,73,8,9.125,21.0,2.0,1.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.0,0.0,0.008849557522123894,0.5945945945945946,1.0222222222222221,1.4038461538461537
3,15.606136363636365,10.568181818181818,149,241,2,11,4,0.0,3.441860465116279,39,39,13.0,2,0,2,0.0454545454545454,44,3,14.666666666666666,44.0,1.0,3.0,UK,Jeune,Moyen,Explorateur,Unknown,United Kingdom,0.1343434343434343,0.0,0.006666666666666667,0.8666666666666667,0.975,1.0476190476190477
2,3.349540229885057,1.4597701149425288,200,241,2,12,4,0.0,2.3255813953488373,76,76,38.0,0,0,0,0.0,87,2,43.5,34.0,6.0,2.0,UK,Établi,Petit,Explorateur,F,United Kingdom,0.0,0.0,0.029850746268656716,0.8636363636363636,0.987012987012987,1.1153846153846154
8,18.309300699300696,11.503496503496503,232,241,3,12,11,0.0,1.6126760563380282,87,88,10.875,0,0,0,0.0,143,8,17.875,,0.0,3.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.0,0.6041666666666666,1.0,1.5052631578947369
7,16.577428571428573,9.942857142857145,167,240,3,10,9,0.0,1.5865384615384617,94,94,13.428571428571429,7,0,7,0.0666666666666666,105,7,15.0,,2.0,3.0,UK,Jeune,Moyen,Explorateur,F,United Kingdom,0.19874213836477977,0.0,0.011904761904761904,0.8867924528301887,0.9894736842105263,1.0396039603960396
4,9.502648221343874,6.446640316205533,180,240,0,16,10,0.217391304347826,0.7103174603174603,172,173,43.0,0,0,0,0.0,253,4,63.25,34.0,3.0,4.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.0,0.0,0.016574585635359115,0.6771653543307087,1.0,1.4375
1,18.505000000000003,8.7,0,240,2,13,4,0.0,0.0,10,10,10.0,0,0,0,0.0,10,1,10.0,27.0,1.0,3.0,UK,Nouveau,Moyen,Modéré,Unknown,United Kingdom,0.0,0.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
2,16.77072727272727,10.636363636363637,146,240,2,14,4,0.0,2.703703703703704,54,54,27.0,0,0,0,0.0,55,2,27.5,,3.0,1.0,UK,Jeune,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.02040816326530612,0.9642857142857143,0.9818181818181818,0.9821428571428571
10,69.30548387096775,63.80645161290322,231,240,3,15,5,0.0,7.566666666666666,9,9,0.9,3,0,3,0.0967741935483871,31,10,3.1,18.0,1.0,5.0,UK,Établi,Grand,Modéré,F,United Kingdom,0.2842741935483871,0.0,0.004310344827586207,0.28125,0.9,1.6315789473684212
2,12.35,3.25,5,240,2,14,4,0.0,0.7142857142857143,6,6,3.0,2,0,2,0.25,8,2,4.0,39.0,1.0,1.0,UK,Nouveau,Petit,Modéré,F,United Kingdom,0.6944444444444444,0.0,0.16666666666666666,0.6666666666666666,0.8571428571428571,1.0
4,17.88948275862069,9.189655172413794,145,240,3,14,9,0.0,2.526315789473684,45,45,11.25,0,0,0,0.0,58,4,14.5,43.0,2.0,,UK,Jeune,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.0136986301369863,0.7627118644067796,0.9782608695652174,1.183673469387755
8,24.26214285714286,10.442857142857145,222,240,3,10,9,0.0,3.1594202898550723,43,43,5.375,3,0,3,0.0428571428571428,70,8,8.75,73.0,,1.0,UK,Établi,Moyen,Explorateur,M,United Kingdom,0.12736418511066394,0.0,,0.6056338028169014,0.9772727272727273,1.3725490196078431
7,6.252978723404255,3.4851063829787234,207,240,2,15,4,0.0,0.8760683760683761,157,158,22.428571428571427,0,0,0,0.0,235,7,33.57142857142857,,3.0,2.0,UK,Établi,Petit,Explorateur,Unknown,United Kingdom,0.0,0.0,0.014423076923076924,0.6652542372881356,1.0,1.4329268292682926
2,20.98793103448276,12.517241379310343,21,240,2,15,4,0.0,0.75,28,28,14.0,1,0,1,0.0344827586206896,29,2,14.5,,2.0,5.0,UK,Nouveau,Moyen,Explorateur,M,United Kingdom,0.10114942528735626,0.0,0.09090909090909091,0.9333333333333333,0.9655172413793104,0.9666666666666667
6,44.95564102564104,23.102564102564106,188,240,2,8,4,0.0,2.415584415584416,55,55,9.166666666666666,0,0,0,0.0,78,6,13.0,,2.0,5.0,UK,Établi,Grand,Explorateur,F,United Kingdom,0.0,0.0,0.010582010582010581,0.6962025316455697,0.9821428571428571,1.278688524590164
2,32.59775,15.075,31,240,3,9,4,0.0,0.7948717948717948,40,40,20.0,0,0,0,0.0,40,2,20.0,31.0,0.0,4.0,UK,Jeune,Grand,Explorateur,Unknown,United Kingdom,0.0,0.0,0.0,0.975609756097561,0.975609756097561,0.9523809523809523
3,19.03048387096774,9.548387096774194,158,240,3,9,4,0.0,2.5737704918032787,51,51,17.0,0,0,0,0.0,62,3,20.666666666666668,,2.0,,UK,Jeune,Moyen,Explorateur,Unknown,United Kingdom,0.0,0.0,0.012578616352201259,0.8095238095238095,0.9807692307692307,1.1481481481481481
2,28.55451612903225,11.064516129032258,71,240,3,9,4,0.0,2.3666666666666667,27,27,13.5,0,0,0,0.0,31,2,15.5,46.0,4.0,,UK,Jeune,Moyen,Explorateur,F,United Kingdom,0.0,0.0,0.05555555555555555,0.84375,0.9642857142857143,1.0689655172413792
5,10.81795918367347,5.73469387755102,238,240,3,12,12,0.0,4.9375,44,44,8.8,5,0,5,0.1020408163265306,49,5,9.8,29.0,,4.0,UK,Établi,Moyen,Explorateur,Unknown,United Kingdom,0.30204081632653057,0.0,,0.88,0.9777777777777777,1.0
