Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,AgeCategory,SpendingCategory,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,WeekendPreference,BasketSizeCategory,ProductDiversity,Country,Churn,RegYear,RegMonth,GeoIP,CountryMismatch,MonetaryPerDay,AvgBasketValue,TenureRatio,CancelRate,ProductsPerTrans
2,1345.62,25.87730769230769,30.1232550460626,10.08,195.0,465,8.942307692307692,1,25,239,3,16,4,0.0,0.0,52,26.0,1,0,0,0.0,52,2,26.0,,1.0,5.0,Inconnu,High,Printemps,Après-midi,UK,Nouveau,Inconnu,Moyen,Explorateur,United Kingdom,1,2011,3,United States,1.0,1345.62,448.53999999999996,239.0,0.0,0.9811320754716981
6,2068.15,14.362152777777778,28.96332434082111,0.21,179.0,1646,11.430555555555555,1,200,239,2,16,11,0.0833333333333333,1.5244755244755244,110,18.33333333333333,1,0,0,0.0,144,6,24.0,24.0,2.0,2.0,18-24,VIP,Automne,Après-midi,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2011,4,Ireland,1.0,9.35814479638009,295.45,0.08144796380090498,0.0,0.7586206896551724
4,2445.9100000000003,47.03673076923077,47.88965690127851,2.85,297.0,893,17.173076923076923,2,80,239,1,15,4,0.3269230769230769,2.9411764705882355,36,9.0,1,0,0,0.0,52,4,13.0,46.0,6.0,2.0,45-54,VIP,Printemps,Après-midi,UK,Jeune,Semaine,Grand,Explorateur,United Kingdom,0,2011,4,United States,1.0,16.091513157894738,489.1820000000001,0.5723684210526315,0.0,0.6792452830188679
2,1260.33,16.58328947368421,9.819467112242958,-2.95,53.55,798,10.5,-1,32,239,3,17,4,0.0,2.04,74,37.0,1,2,0,0.0263157894736842,76,2,38.0,28.0,6.0,,25-34,High,Printemps,Après-midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,3,Germany,1.0,8.183961038961039,420.10999999999996,0.551948051948052,0.025974025974025976,0.961038961038961
1,116.01,12.89,9.227792260340498,2.1,30.0,103,11.444444444444445,1,36,239,3,18,4,0.0,0.0,9,9.0,1,0,0,0.0,9,1,9.0,50.0,2.0,5.0,45-54,Medium,Printemps,Soir,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,4,Germany,1.0,116.01,58.005,239.0,0.0,0.9
1,578.9999999999999,38.6,46.34301842934767,16.5,195.0,81,5.4,1,12,239,3,18,4,0.0,0.0,15,15.0,1,0,0,0.0,15,1,15.0,23.0,4.0,1.0,18-24,High,Printemps,Soir,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,2,Germany,1.0,578.9999999999999,289.49999999999994,239.0,0.0,0.9375
4,591.75,42.267857142857146,90.24658869995044,-222.75,222.75,67,4.785714285714286,-1,10,239,3,9,4,0.0,4.153846153846154,7,1.75,1,1,0,0.0714285714285714,14,4,3.5,64.0,2.0,4.0,55-64,High,Printemps,Matin,Europe continentale,Jeune,Inconnu,Petit,Modéré,Germany,1,2010,10,Mexico,1.0,10.566964285714286,118.35,3.2857142857142856,0.06666666666666667,0.4666666666666667
12,1917.78,28.20264705882353,59.81416156924531,-196.35,196.35,695,10.220588235294118,-100,100,239,2,15,9,0.0,2.626865671641791,53,4.416666666666667,2,5,1,0.0735294117647058,68,12,5.666666666666667,32.0,0.0,2.0,25-34,High,Automne,Après-midi,Europe continentale,Établi,Inconnu,Moyen,Explorateur,Switzerland,0,2011,4,El Salvador,1.0,10.595469613259668,147.52153846153846,0.32044198895027626,0.07246376811594203,0.7681159420289855
2,127.14999999999998,12.714999999999998,8.886070560151996,-11.9,19.5,41,4.1,-2,10,239,3,19,4,0.0,0.5555555555555556,9,4.5,1,1,0,0.1,10,2,5.0,49.0,0.0,1.0,45-54,Medium,Printemps,Soir,UK,Nouveau,Inconnu,Petit,Modéré,United Kingdom,1,2011,5,United States,1.0,21.191666666666663,42.383333333333326,38.833333333333336,0.09090909090909091,0.8181818181818182
4,801.4900000000001,7.781456310679613,7.564062012759841,0.39,39.6,378,3.66990291262136,1,24,239,6,15,8,0.4466019417475728,1.3137254901960784,68,17.0,1,0,0,0.0,103,4,25.75,68.0,5.0,,65+,High,Été,Après-midi,UK,Jeune,Semaine,Petit,Explorateur,United Kingdom,1,2010,6,Italy,1.0,5.893308823529413,160.29800000000003,0.7573529411764706,0.0,0.6538461538461539
3,3246.091,23.52239855072464,12.59293628528523,-4.98,70.80000000000001,1425,10.326086956521738,-6,48,239,4,9,4,0.0,0.1897810218978102,120,40.0,1,1,0,0.0072463768115942,138,3,46.0,28.0,1.0,4.0,25-34,VIP,Printemps,Matin,UK,Nouveau,Inconnu,Moyen,Explorateur,United Kingdom,1,2011,8,United States,1.0,115.93182142857142,811.52275,7.535714285714286,0.007194244604316547,0.8633093525179856
1,30.6,30.6,0.0,30.6,30.6,12,12.0,12,12,239,4,10,4,0.0,,1,1.0,1,0,0,0.0,1,1,1.0,75.0,2.0,4.0,65+,Low,Printemps,Matin,UK,Nouveau,Inconnu,Moyen,Spécialisé,United Kingdom,1,2010,12,United States,1.0,30.6,15.3,239.0,0.0,0.5
1,1143.6,35.7375,32.896282464740594,15.0,175.2,356,11.125,2,24,239,4,10,4,0.0,0.0,32,32.0,1,0,0,0.0,32,1,32.0,40.0,0.0,2.0,35-44,High,Printemps,Matin,Amérique du Sud,Nouveau,Inconnu,Moyen,Explorateur,Brazil,1,2010,8,Malaysia,1.0,1143.6,571.8,239.0,0.0,0.9696969696969697
3,1389.4100000000003,31.577500000000008,43.73448265012881,9.96,180.0,985,22.38636363636364,1,144,239,2,12,9,0.0,5.046511627906977,43,14.333333333333334,1,0,0,0.0,44,3,14.666666666666666,43.0,1.0,3.0,35-44,High,Automne,Midi,UK,Établi,Inconnu,Grand,Explorateur,United Kingdom,0,2010,10,Italy,1.0,6.373440366972479,347.3525000000001,0.0963302752293578,0.0,0.9555555555555556
4,574.26,14.006341463414634,9.969676463180129,-17.700000000000003,35.400000000000006,340,8.292682926829269,-6,24,239,2,11,4,0.0,3.075,32,8.0,1,5,0,0.1219512195121951,41,4,10.25,51.0,2.0,3.0,45-54,High,Printemps,Matin,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,1,2011,5,United States,1.0,4.631129032258064,114.852,0.9274193548387096,0.11904761904761904,0.7619047619047619
4,3651.9699999999993,28.755669291338577,35.42189878642582,0.85,177.60000000000002,7432,58.51968503937008,1,480,239,4,15,10,0.0,1.5238095238095235,101,24.75,1,0,0,0.0,127,4,31.75,63.0,0.0,3.0,55-64,VIP,Automne,Après-midi,UK,Établi,Inconnu,Grand,Explorateur,United Kingdom,0,2010,4,The Netherlands,1.0,18.824587628865977,730.3939999999999,0.23195876288659795,0.0,0.7734375
1,486.1,22.095454545454547,22.57095114295885,7.800000000000001,120.0,201,9.136363636363637,1,24,239,4,12,4,0.0,0.0,22,22.0,1,0,0,0.0,22,1,22.0,51.0,4.0,4.0,45-54,Medium,Printemps,Midi,Europe du Nord,Nouveau,Inconnu,Moyen,Explorateur,Sweden,1,2011,1,United States,1.0,486.1,243.05,239.0,0.0,0.9565217391304348
3,2235.3,19.437391304347823,13.907742705777208,0.85,63.6,1342,11.669565217391304,1,72,238,4,13,4,0.0,1.7982456140350878,80,26.666666666666668,1,0,0,0.0,115,3,38.333333333333336,46.0,1.0,2.0,45-54,VIP,Printemps,Midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,4,Latvia,1.0,10.798550724637682,558.825,0.15458937198067632,0.0,0.6896551724137931
6,1051.95,28.43108108108108,28.739526863787344,-12.75,150.0,563,15.216216216216216,-1,120,238,4,14,6,0.0,5.694444444444445,30,5.0,1,2,0,0.054054054054054,37,6,6.166666666666667,21.0,2.0,2.0,18-24,High,Été,Après-midi,UK,Établi,Inconnu,Grand,Explorateur,United Kingdom,0,2010,10,United States,1.0,5.057451923076924,150.27857142857144,0.14903846153846154,0.05263157894736842,0.7894736842105263
1,168.39999999999998,4.952941176470588,4.465538434678002,0.85,17.4,150,4.411764705882353,1,36,238,4,14,4,0.0,0.0,33,33.0,1,0,0,0.0,34,1,34.0,34.0,1.0,3.0,25-34,Medium,Printemps,Après-midi,UK,Nouveau,Inconnu,Petit,Explorateur,United Kingdom,1,2011,1,,,168.39999999999998,84.19999999999999,238.0,0.0,0.9428571428571428
1,232.48,15.498666666666669,5.390523254043243,10.2,25.200000000000003,232,15.466666666666669,2,25,237,6,10,4,1.0,0.0,15,15.0,1,0,0,0.0,15,1,15.0,52.0,2.0,1.0,45-54,Medium,Printemps,Matin,UK,Nouveau,Weekend,Grand,Modéré,United Kingdom,1,2011,4,United States,1.0,232.48,116.24,237.0,0.0,0.9375
2,716.0,358.0,0.0,358.0,358.0,400,200.0,200,200,237,6,10,4,1.0,126.0,1,0.5,1,0,0,0.0,2,2,1.0,30.0,2.0,3.0,25-34,High,Printemps,Matin,UK,Jeune,Weekend,Grand,Spécialisé,United Kingdom,1,2011,4,India,1.0,5.637795275590551,238.66666666666666,0.8740157480314961,0.0,0.3333333333333333
4,819.29,39.01380952380952,45.97204644957525,0.85,166.8,196,9.333333333333334,1,25,237,2,11,5,0.0476190476190476,7.85,18,4.5,1,0,0,0.0,21,4,5.25,58.0,3.0,4.0,55-64,High,Printemps,Matin,UK,Jeune,Semaine,Moyen,Modéré,United Kingdom,0,2011,3,France,1.0,5.152767295597484,163.858,0.49056603773584906,0.0,0.8181818181818182
3,1037.42,27.30052631578948,32.624357501998524,-105.0,122.4,836,22.0,-250,250,237,6,11,4,0.7105263157894737,3.054054054054054,29,9.666666666666666,1,1,0,0.0263157894736842,38,3,12.666666666666666,,1.0,1.0,Inconnu,High,Printemps,Matin,UK,Jeune,Weekend,Grand,Explorateur,United Kingdom,1,2011,1,Dominican Republic,1.0,9.100175438596493,259.355,1.0789473684210527,0.02564102564102564,0.7435897435897436
1,314.45000000000005,16.55,5.6995545634919775,5.04,25.200000000000003,219,11.526315789473683,2,48,237,6,11,4,1.0,0.0,19,19.0,1,0,0,0.0,19,1,19.0,32.0,2.0,2.0,25-34,Medium,Printemps,Matin,UK,Nouveau,Weekend,Moyen,Modéré,United Kingdom,1,2011,2,,,314.45000000000005,157.22500000000002,237.0,0.0,0.95
5,1624.05,14.764090909090909,6.194760777671495,4.5600000000000005,40.8,1611,14.645454545454545,1,48,237,4,11,12,0.2272727272727272,2.073394495412844,106,21.2,1,0,0,0.0,110,5,22.0,72.0,0.0,5.0,65+,High,Hiver,Matin,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2011,1,,,7.123026315789473,270.675,0.039473684210526314,0.0,0.954954954954955
5,1466.8699999999997,26.67036363636363,31.97130258144339,-14.95,118.8,1224,22.25454545454545,-1,48,236,6,12,4,0.5636363636363636,3.888888888888889,49,9.8,1,2,0,0.0363636363636363,55,5,11.0,46.0,1.0,,45-54,High,Printemps,Midi,UK,Établi,Weekend,Grand,Explorateur,United Kingdom,0,2011,2,France,1.0,6.919198113207545,244.47833333333327,0.1179245283018868,0.03571428571428571,0.875
6,1071.24,16.480615384615383,9.325882477834718,-8.850000000000001,59.400000000000006,412,6.338461538461538,-5,24,236,6,10,11,0.676923076923077,3.515625,57,9.5,1,3,0,0.0461538461538461,65,6,10.833333333333334,46.0,0.0,2.0,45-54,High,Automne,Matin,UK,Établi,Weekend,Moyen,Explorateur,United Kingdom,0,2011,2,United States,1.0,4.698421052631579,153.03428571428572,0.039473684210526314,0.045454545454545456,0.8636363636363636
1,175.27,6.043793103448277,10.8767935840463,0.65,60.0,123,4.241379310344827,1,48,236,6,13,4,1.0,0.0,28,28.0,1,0,0,0.0,29,1,29.0,28.0,4.0,1.0,25-34,Medium,Printemps,Midi,UK,Nouveau,Weekend,Petit,Explorateur,United Kingdom,1,2010,12,Australia,1.0,175.27,87.635,236.0,0.0,0.9333333333333333
1,229.59,3.58734375,2.7458472206816964,0.42,12.75,132,2.0625,1,7,236,6,13,4,1.0,0.0,57,59.0,1,0,0,0.0,64,1,64.0,69.0,2.0,,65+,Medium,Printemps,Midi,UK,Nouveau,Weekend,Petit,Explorateur,United Kingdom,1,2011,1,China,1.0,229.59,114.795,236.0,0.0,0.9076923076923077
1,338.95000000000005,17.839473684210528,6.3940636302434735,10.9,39.6,93,4.894736842105263,1,12,236,6,15,4,1.0,0.0,19,19.0,1,0,0,0.0,19,1,19.0,49.0,1.0,1.0,45-54,Medium,Printemps,Après-midi,UK,Nouveau,Weekend,Petit,Modéré,United Kingdom,1,2011,2,,,338.95000000000005,169.47500000000002,236.0,0.0,0.95
4,1169.38,22.488076923076925,24.00361721421411,-87.30000000000001,102.0,503,9.673076923076923,-6,24,236,1,13,11,0.0,4.117647058823529,48,12.0,1,2,0,0.0384615384615384,52,4,13.0,,5.0,,Inconnu,High,Automne,Midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,10,France,1.0,5.542085308056873,233.87600000000003,0.11848341232227488,0.03773584905660377,0.9056603773584906
1,406.48,19.35619047619048,5.465340315287308,15.0,31.200000000000003,312,14.857142857142858,2,48,236,0,9,4,0.0,0.0,21,21.0,1,0,0,0.0,21,1,21.0,64.0,1.0,1.0,55-64,Medium,Printemps,Matin,UK,Nouveau,Inconnu,Moyen,Explorateur,United Kingdom,1,2010,6,Kazakhstan,1.0,406.48,203.24,236.0,0.0,0.9545454545454546
7,3090.85,19.940967741935484,13.836337007483843,-9.24,88.80000000000001,1624,10.477419354838707,-22,48,236,0,10,4,0.0,0.8961038961038961,109,15.428571428571429,1,1,0,0.0064516129032258,155,7,22.142857142857142,,3.0,4.0,Inconnu,VIP,Printemps,Matin,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,1,2010,6,United States,1.0,21.920921985815603,386.35625,0.6737588652482269,0.00641025641025641,0.6923076923076923
1,151.85000000000002,30.370000000000005,24.093609111131524,10.4,60.0,91,18.2,1,48,236,0,10,4,0.0,0.0,5,5.0,1,0,0,0.0,5,1,5.0,37.0,2.0,4.0,35-44,Medium,Printemps,Matin,UK,Nouveau,Inconnu,Grand,Modéré,United Kingdom,1,2010,5,Japan,1.0,151.85000000000002,75.92500000000001,236.0,0.0,0.8333333333333334
2,1506.12,18.36731707317073,7.424515788140455,9.96,63.75,612,7.463414634146342,1,24,236,0,12,4,0.0,1.037037037037037,76,38.0,1,0,0,0.0,82,2,41.0,39.0,1.0,3.0,35-44,High,Printemps,Midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,1,2010,11,United States,1.0,17.719058823529412,502.03999999999996,1.776470588235294,0.0,0.9156626506024096
3,255.12,31.89,21.785347631575025,13.919999999999998,70.80000000000001,192,24.0,6,48,235,0,11,5,0.0,4.428571428571429,6,2.0,1,0,0,0.0,8,3,2.6666666666666665,28.0,1.0,5.0,25-34,Medium,Printemps,Matin,UK,Jeune,Inconnu,Grand,Modéré,United Kingdom,1,2011,4,Japan,1.0,7.730909090909091,63.78,6.151515151515151,0.0,0.6666666666666666
2,252.24,7.643636363636363,5.9662806767396015,-5.1,23.8,124,3.757575757575758,-2,25,235,0,13,4,0.0,0.0,31,15.5,1,1,0,0.0303030303030303,33,2,16.5,,3.0,4.0,Inconnu,Medium,Printemps,Midi,UK,Nouveau,Inconnu,Petit,Explorateur,United Kingdom,1,2011,12,United Kingdom,0.0,252.24,84.08,235.0,0.029411764705882353,0.9117647058823529
2,408.57,5.596849315068493,4.507265084995904,0.55,25.0,264,3.616438356164384,1,48,235,6,16,11,0.5753424657534246,3.0,68,34.0,1,0,0,0.0,73,2,36.5,20.0,2.0,5.0,18-24,Medium,Automne,Après-midi,UK,Établi,Weekend,Petit,Explorateur,United Kingdom,0,2011,3,United States,1.0,1.882811059907834,136.19,0.08755760368663594,0.0,0.918918918918919
6,869.3499999999999,6.439629629629629,7.654903063173186,-19.9,60.0,417,3.088888888888889,-2,48,235,0,13,6,0.0,1.5,107,18.0,1,1,0,0.0074074074074074,135,6,22.5,,0.0,4.0,Inconnu,High,Été,Midi,UK,Établi,Inconnu,Petit,Explorateur,United Kingdom,0,2011,4,United States,1.0,4.2615196078431365,124.19285714285714,0.1568627450980392,0.007352941176470588,0.7941176470588235
8,1504.56,22.125882352941176,15.074249392000294,-15.0,69.6,1166,17.147058823529413,-12,48,235,0,14,4,0.1470588235294117,1.9701492537313432,44,5.5,1,4,0,0.0588235294117647,68,8,8.5,79.0,1.0,2.0,65+,High,Printemps,Après-midi,UK,Jeune,Semaine,Grand,Explorateur,United Kingdom,1,2010,6,Italy,1.0,11.062941176470588,167.17333333333332,0.7352941176470589,0.057971014492753624,0.6376811594202898
2,814.0,116.28571428571428,94.36359517969892,15.0,204.0,384,54.85714285714285,4,100,235,4,16,7,0.0,17.0,7,3.5,1,0,0,0.0,7,2,3.5,61.0,0.0,,55-64,High,Été,Après-midi,UK,Jeune,Inconnu,Grand,Modéré,United Kingdom,1,2011,4,United States,1.0,7.902912621359223,271.3333333333333,1.2912621359223302,0.0,0.875
6,1000.27,10.8725,9.304486407518274,0.38,45.0,440,4.782608695652174,1,36,235,4,15,4,0.0,0.4835164835164835,78,13.0,1,0,0,0.0,92,6,15.333333333333334,73.0,,1.0,65+,High,Printemps,Après-midi,UK,Jeune,Inconnu,Petit,Explorateur,United Kingdom,1,2010,4,South Korea,1.0,21.282340425531913,142.8957142857143,4.0212765957446805,0.0,0.8387096774193549
6,2183.0400000000004,18.344873949579835,13.597137277566686,-4.16,102.0,1202,10.100840336134452,-2,24,235,3,12,11,0.0,1.7203389830508475,79,13.166666666666666,1,2,0,0.0168067226890756,119,6,19.83333333333333,45.0,2.0,5.0,45-54,VIP,Automne,Midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,11,Italy,1.0,10.59728155339806,311.8628571428572,0.14563106796116504,0.016666666666666666,0.6583333333333333
5,1670.22,20.87775,21.97114885970213,-7.9,207.50000000000003,894,11.175,-1,50,235,3,13,9,0.0,2.835443037974684,67,13.0,1,1,0,0.0125,80,5,16.0,46.0,2.0,1.0,45-54,High,Automne,Midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,4,Denmark,1.0,7.390353982300885,278.37,0.04424778761061947,0.012345679012345678,0.8024691358024691
6,1767.53,16.99548076923077,6.019133389193842,-4.25,39.6,982,9.442307692307692,-1,28,235,0,10,9,0.0,2.1067961165048543,85,14.166666666666666,1,1,0,0.0096153846153846,104,6,17.333333333333332,38.0,3.0,1.0,35-44,High,Automne,Matin,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,1,United States,1.0,8.070913242009132,252.50428571428571,0.0730593607305936,0.009523809523809525,0.8095238095238095
3,291.0,18.1875,11.228735458634688,-9.95,39.6,133,8.3125,-1,24,235,1,11,4,0.0,2.333333333333333,14,4.666666666666667,1,1,0,0.0625,16,3,5.333333333333333,64.0,4.0,4.0,55-64,Medium,Printemps,Matin,UK,Jeune,Inconnu,Moyen,Modéré,United Kingdom,1,2010,5,Germany,1.0,7.864864864864865,72.75,5.351351351351352,0.058823529411764705,0.8235294117647058
8,2766.18,13.298942307692307,13.204340189576538,-15.95,71.4,1083,5.206730769230769,-11,32,235,1,14,10,0.0,1.0048309178743962,161,20.125,1,12,0,0.0576923076923076,208,8,26.0,33.0,2.0,4.0,25-34,VIP,Automne,Après-midi,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,3,United States,1.0,13.172285714285714,307.3533333333333,0.11904761904761904,0.05741626794258373,0.7703349282296651
3,1019.76,19.240754716981133,10.131652202011546,5.8,50.0,493,9.30188679245283,1,24,234,1,13,4,0.0,2.576923076923077,45,15.0,1,0,0,0.0,53,3,17.666666666666668,54.0,2.0,1.0,45-54,High,Printemps,Midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,1,2011,1,Poland,1.0,7.498235294117647,254.94,0.7279411764705882,0.0,0.8333333333333334
1,150.3,21.47142857142857,9.458103101875889,10.2,35.400000000000006,70,10.0,4,12,234,1,13,4,0.0,0.0,7,7.0,1,0,0,0.0,7,1,7.0,76.0,3.0,4.0,65+,Medium,Printemps,Midi,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,4,United States,1.0,150.3,75.15,234.0,0.0,0.875
5,1041.68,17.361333333333334,6.774949738175351,5.04,52.2,609,10.15,1,72,234,3,15,11,0.3333333333333333,3.6779661016949152,56,11.2,1,0,0,0.0,60,5,12.0,,3.0,2.0,Inconnu,High,Automne,Après-midi,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2011,3,United States,1.0,4.734909090909091,173.61333333333334,0.06818181818181818,0.0,0.9180327868852459
7,2878.15,18.81143790849673,8.28355087049508,-4.95,60.0,1137,7.431372549019608,-1,48,234,1,14,11,0.0980392156862745,1.4078947368421053,115,16.428571428571427,1,1,0,0.0065359477124183,153,7,21.857142857142858,23.0,1.0,2.0,18-24,VIP,Automne,Après-midi,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2011,1,United States,1.0,13.26336405529954,359.76875,0.07834101382488479,0.006493506493506494,0.7467532467532467
1,101.19,12.64875,6.812992708263906,2.95,25.74,113,14.125,1,66,234,1,14,4,0.0,0.0,8,8.0,1,0,0,0.0,8,1,8.0,,0.0,5.0,Inconnu,Medium,Printemps,Après-midi,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,5,Sweden,1.0,101.19,50.595,234.0,0.0,0.8888888888888888
1,409.4000000000001,17.800000000000004,5.382125298362418,9.9,35.400000000000006,226,9.826086956521738,2,24,234,1,14,4,0.0,0.0,23,23.0,1,0,0,0.0,23,1,23.0,74.0,2.0,2.0,65+,Medium,Printemps,Après-midi,UK,Nouveau,Inconnu,Moyen,Explorateur,United Kingdom,1,2011,3,Japan,1.0,409.4000000000001,204.70000000000005,234.0,0.0,0.9583333333333334
3,611.09,12.2218,7.537768221105106,-10.2,30.0,699,13.98,-12,48,234,1,15,4,0.4,3.224489795918368,47,15.666666666666666,1,1,0,0.02,50,3,16.666666666666668,,3.0,1.0,Inconnu,High,Printemps,Après-midi,UK,Jeune,Semaine,Moyen,Explorateur,United Kingdom,0,2010,11,,,3.8433333333333337,152.7725,0.4716981132075472,0.0196078431372549,0.9215686274509803
1,383.9500000000001,17.452272727272728,16.137965273236063,1.25,76.5,137,6.227272727272728,1,36,234,1,16,4,0.0,0.0,22,22.0,1,0,0,0.0,22,1,22.0,20.0,1.0,3.0,18-24,Medium,Printemps,Après-midi,Amérique du Nord,Nouveau,Inconnu,Moyen,Explorateur,USA,1,2010,6,The Netherlands,1.0,383.9500000000001,191.97500000000005,234.0,0.0,0.9565217391304348
3,1122.5300000000002,3.4119452887538,3.3230911240814285,0.12,22.5,613,1.8632218844984805,1,24,234,6,16,4,0.6048632218844985,0.6707317073170732,244,81.0,1,0,0,0.0,329,3,109.66666666666669,,2.0,4.0,Inconnu,High,Printemps,Après-midi,UK,Établi,Weekend,Petit,Explorateur,United Kingdom,0,2010,11,Kenya,1.0,5.056441441441442,280.63250000000005,0.05405405405405406,0.0,0.7363636363636363
1,113.5,12.611111111111107,20.432905106986407,0.95,65.45,24,2.6666666666666665,1,11,234,1,17,4,0.0,0.0,9,9.0,1,0,0,0.0,9,1,9.0,18.0,5.0,1.0,18-24,Medium,Printemps,Après-midi,UK,Nouveau,Inconnu,Petit,Modéré,United Kingdom,1,2010,7,Japan,1.0,113.5,56.75,234.0,0.0,0.9
3,700.63,16.293720930232556,7.951112837134008,5.04,39.6,422,9.813953488372093,2,48,234,1,9,7,0.0,4.261904761904762,40,13.333333333333334,1,0,0,0.0,43,3,14.333333333333334,,5.0,4.0,Inconnu,High,Été,Matin,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,7,United States,1.0,3.8708839779005526,175.1575,0.2983425414364641,0.0,0.9090909090909091
3,599.9,33.327777777777776,28.26452891472352,-16.25,81.6,274,15.22222222222222,-13,32,234,2,10,4,0.0,4.647058823529412,14,4.666666666666667,1,1,0,0.0555555555555555,18,3,6.0,77.0,3.0,5.0,65+,High,Printemps,Matin,UK,Jeune,Inconnu,Grand,Modéré,United Kingdom,1,2011,1,China,1.0,7.498749999999999,149.975,1.925,0.05263157894736842,0.7368421052631579
1,157.2,52.4,65.03850782421134,14.85,127.5,16,5.333333333333333,3,10,234,2,12,4,0.0,0.0,3,3.0,1,0,0,0.0,3,1,3.0,,4.0,1.0,Inconnu,Medium,Printemps,Midi,UK,Nouveau,Inconnu,Moyen,Spécialisé,United Kingdom,1,2011,3,Russia,1.0,157.2,78.6,234.0,0.0,0.75
6,1429.64,29.784166666666664,24.531119258132875,12.5,149.0,558,11.625,2,48,234,2,11,4,0.0,4.76595744680851,30,5.0,1,0,0,0.0,48,6,8.0,32.0,,1.0,25-34,High,Printemps,Matin,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,2,Portugal,1.0,6.297973568281939,204.23428571428573,0.030837004405286344,0.0,0.6122448979591837
7,2757.07,21.881507936507937,19.47424880471482,-15.0,175.2,1387,11.007936507936508,-12,72,233,2,10,8,0.0,1.776,109,15.428571428571429,1,4,0,0.0317460317460317,126,7,18.0,51.0,4.0,1.0,45-54,VIP,Été,Matin,UK,Établi,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,3,Israel,1.0,12.253644444444445,344.63375,0.04,0.031496062992125984,0.8503937007874016
9,2939.6400000000003,19.997551020408167,9.860325829721322,-7.5,59.400000000000006,1399,9.517006802721088,-3,48,233,4,14,11,0.1836734693877551,1.5547945205479452,97,10.666666666666666,1,3,0,0.0204081632653061,147,9,16.333333333333332,,4.0,5.0,Inconnu,VIP,Automne,Après-midi,UK,Établi,Semaine,Moyen,Explorateur,United Kingdom,0,2011,1,Italy,1.0,12.725714285714288,293.96400000000006,0.012987012987012988,0.02027027027027027,0.6486486486486487
2,596.0999999999999,149.02499999999998,82.39872066158956,29.5,204.0,166,41.5,10,80,233,2,11,4,0.0,69.66666666666667,3,1.5,1,0,0,0.0,4,2,2.0,52.0,7.0,1.0,45-54,High,Printemps,Matin,UK,Établi,Inconnu,Grand,Spécialisé,United Kingdom,0,2010,3,Japan,1.0,2.838571428571428,198.69999999999996,0.11428571428571428,0.0,0.6
1,454.24,19.749565217391304,12.885425338963708,10.2,70.80000000000001,277,12.043478260869565,2,36,233,2,13,4,0.0,0.0,23,23.0,1,0,0,0.0,23,1,23.0,66.0,1.0,4.0,65+,Medium,Printemps,Midi,UK,Nouveau,Inconnu,Moyen,Explorateur,United Kingdom,1,2010,8,,,454.24,227.12,233.0,0.0,0.9583333333333334
1,267.03000000000003,9.89,8.246409008681386,1.25,30.6,293,10.851851851851851,1,36,233,2,14,4,0.0,0.0,27,27.0,1,0,0,0.0,27,1,27.0,42.0,2.0,3.0,35-44,Medium,Printemps,Après-midi,UK,Nouveau,Inconnu,Moyen,Explorateur,United Kingdom,1,2010,8,United States,1.0,267.03000000000003,133.51500000000001,233.0,0.0,0.9642857142857143
